안녕.안녕히 가세요	안.녕.안.녕.히.가.세.요
책 갖고 와 봐	책.갖.고.와.봐
어	어
책 봐야지	책.봐.야.지
아.빼 줘	아.빼.줘
갖고 와.빼 줄게	갖.고.와.빼.줄.게
그럼 이건 넣어 버리자	그.럼.이.건.넣.어.버.리.자
주세요	주.세.요
줘.앉아 봐.엄마가 빼 줄게	줘.앉.아.봐.엄.마.가.빼.줄.게
자.아 이건 아가들 책이구나	자.아.이.건.아.가.들.책.이.구.나
무슨 책부터 볼까요.이거 봐	무.슨.책.부.터.볼.까.요.이.거.봐
이건 초점 책 이건 완전 태어난 지 얼마 안 된 아가들이 보는 책이야.우와 이 책 되게 좋다	이.건.초.점.책.이.건.완.전.태.어.난.지.얼.마.안.된.아.가.들.이.보.는.책.이.야.우.와.이.책.되.게.좋.다
애기 태어나는 집에 어 선물로 주면 좋을 책이구만	애.기.태.어.나.는.집.에.어.선.물.로.주.면.좋.을.책.이.구.만
우와 이거는 색깔	우.와.이.거.는.색.깔
빨강	빨.강
초록.노랑.보라 색깔 책이구만	초.록.노.랑.보.라.색.깔.책.이.구.만
어	어
우와.이거 봐.우산	우.와.이.거.봐.우.산
이건 전화기	이.건.전.화.기
어	어
이거 또 할까 우리	이.거.또.할.까.우.리
또 해 볼까 그거	또.해.볼.까.그.거
음	음
그거 갖고 어디 가	그.거.갖.고.어.디.가
그래	그.래
어.이름아 이거 되게 재밌는 책이다	어.이.름.아.이.거.되.게.재.밌.는.책.이.다
어.저게 뭐지	어.저.게.뭐.지
신발처럼 발에 신는 거	신.발.처.럼.발.에.신.는.거
이거는 관심이	이.거.는.관.심.이
이제 이걸 다시 위로 쌓는 거야	이.제.이.걸.다.시.위.로.쌓.는.거.야
너가 해 볼래	너.가.해.볼.래
와	와
우리 다시 해 보자	우.리.다.시.해.보.자
오	오
오	오
오 오	오.오
오 잘한다	오.잘.한.다
우와	우.와
잘하는데.어 그거 그럼 거꾸로 해 볼까	잘.하.는.데.어.그.거.그.럼.거.꾸.로.해.볼.까
엄마가 이렇게 잡아 줄게.자	엄.마.가.이.렇.게.잡.아.줄.게.자
쌓아 봐	쌓.아.봐
우와 잘했다	우.와.잘.했.다
그 다음은 뭐 해 볼까	그.다.음.은.뭐.해.볼.까
또 뭐 해 볼까	또.뭐.해.볼.까
그 다음에	그.다.음.에
오 이번엔 까만색	오.이.번.엔.까.만.색
우와 잘했습니다	우.와.잘.했.습.니.다
두 개가 없어졌어	두.개.가.없.어.졌.어
다시 한 번 해 볼까.그러면	다.시.한.번.해.볼.까.그.러.면
뽀뽀	뽀.뽀
이름아 이거 봐	이.름.아.이.거.봐
이야	이.야
이거 봐.이름아	이.거.봐.이.름.아
어	어
응	응
그렇다고 던지다니	그.렇.다.고.던.지.다.니
자.가져가라	자.가.져.가.라
응	응
응.아 이거 이렇게 구멍에 넣는 거구나.이것도 재밌겠다.이름아	응.아.이.거.이.렇.게.구.멍.에.넣.는.거.구.나.이.것.도.재.밌.겠.다.이.름.아
이것도 해 볼래	이.것.도.해.볼.래
이것도	이.것.도
봐 봐.이거랑 모양이 똑같잖아	봐.봐.이.거.랑.모.양.이.똑.같.잖.아
한번 이렇게 넣어 볼래	한.번.이.렇.게.넣.어.볼.래
아이고.다시 한번 해 볼래	아.이.고.다.시.한.번.해.볼.래
자.넣어 봐	자.넣.어.봐
넣어 봐	넣.어.봐
구멍이 모양이 똑같으니까 들어가지	구.멍.이.모.양.이.똑.같.으.니.까.들.어.가.지
걘 너무 커	걘.너.무.커
너무 커	너.무.커
얘는 세모	얘.는.세.모
그건 세모 모양 여깄다	그.건.세.모.모.양.여.깄.다
이건 네모	이.건.네.모
이건 들어가.네모 구멍에	이.건.들.어.가.네.모.구.멍.에
아닌데.어딨지	아.닌.데.어.딨.지
네모.여기다 넣으면 되겠다	네.모.여.기.다.넣.으.면.되.겠.다
네모	네.모
누르세요	누.르.세.요
누르세요	누.르.세.요
또 어디 가	또.어.디.가
어	어
음메	음.메
우와.공룡이다	우.와.공.룡.이.다
얘는 뭐야	얘.는.뭐.야
들어오세요	들.어.오.세.요
이름아	이.름.아
문 닫아주세요	문.닫.아.주.세.요
문 닫아주세요	문.닫.아.주.세.요
당근	당.근
아	아
고맙습니다	고.맙.습.니.다
우와	우.와
우와	우.와
얘는 누구야	얘.는.누.구.야
우와	우.와
되게 빠르지	되.게.빠.르.지
우와 잘한다	우.와.잘.한.다
우와	우.와
우와	우.와
오	오
잡아먹혔다	잡.아.먹.혔.다
우웨	우.웨
우와	우.와
아이구	아.이.구
또 들어가게	또.들.어.가.게
또 들어가게	또.들.어.가.게
문 열어 주세요	문.열.어.주.세.요
문 닫아 주세요	문.닫.아.주.세.요
어	어
우와 문 닫혔어	우.와.문.닫.혔.어
안녕하세요	안.녕.하.세.요
안으로 하면 열려 이렇게 하면	안.으.로.하.면.열.려.이.렇.게.하.면
음.소리 나나	음.소.리.나.나
무슨 소리야	무.슨.소.리.야
어.소리 나네	어.소.리.나.네
어 소리 나는데	어.소.리.나.는.데
어	어
어	어
나올래	나.올.래
음	음
아이코	아.이.코
응	응
물 줘	물.줘
이것도 물이야	이.것.도.물.이.야
엄마 물	엄.마.물
근데 너 마셔도 돼.안 마셨으니까	근.데.너.마.셔.도.돼.안.마.셨.으.니.까
음	음
이름아.어디 갔어	이.름.아.어.디.갔.어
응	응
다 놀았나요	다.놀.았.나.요
정리하면서 놀면 좋겠어	정.리.하.면.서.놀.면.좋.겠.어
어.이거 봐.이름아	어.이.거.봐.이.름.아
어.이거 이렇게 하는 건가	어.이.거.이.렇.게.하.는.건.가
넣었다	넣.었.다
우와	우.와
응	응
문으로 들어가야지	문.으.로.들.어.가.야.지
문으로 들어가야지	문.으.로.들.어.가.야.지
문으로 들어가야지	문.으.로.들.어.가.야.지
어.어디 갔지	어.어.디.갔.지
공룡이가 이름이 모 손을 물어 버린대	공.룡.이.가.이.름.이.모.손.을.물.어.버.린.대
우와	우.와
이거 봐	이.거.봐
또 물 마셔	또.물.마.셔
자	자
아.안 마셔.그래	아.안.마.셔.그.래
어.이름아 너 이거 봐라	어.이.름.아.너.이.거.봐.라
이런게 다 있다	이.런.게.다.있.다
이름아.이거 봐	이.름.아.이.거.봐
기린인데.다리가 막 이렇게 왔다 갔다 해	기.린.인.데.다.리.가.막.이.렇.게.왔.다.갔.다.해
어	어
우왕	우.왕
봐 봐	봐.봐
막 움직여 다리가	막.움.직.여.다.리.가
오	오
이거 봐.머리도 움직여	이.거.봐.머.리.도.움.직.여
우와 이름이 잘하는데	우.와.이.름.이.잘.하.는.데
꺄 간지러워	꺄.간.지.러.워
에이.물 안 마실 거면서	에.이.물.안.마.실.거.면.서
책 볼까	책.볼.까
이런 거 있어 또.재미난 거	이.런.거.있.어.또.재.미.난.거
엄마 해 줄게	엄.마.해.줄.게
물 줘	물.줘
앗 안 마실 거	앗.안.마.실.거
이름아.이거 봐라	이.름.아.이.거.봐.라
엄청난 장난감이 있었어	엄.청.난.장.난.감.이.있.었.어
이거 봐.막 왔다 갔다 해	이.거.봐.막.왔.다.갔.다.해
알았어.줄게	알.았.어.줄.게
봐 봐	봐.봐
봐 봐	봐.봐
이거 봐	이.거.봐
어.이름아 너 좋아하는 거 있다	어.이.름.아.너.좋.아.하.는.거.있.다
어.그거 끌고 다닐 거야	어.그.거.끌.고.다.닐.거.야
이건 나중에 해	이.건.나.중.에.해
엄마 여기다 놔 둘게	엄.마.여.기.다.놔.둘.게
이름아	이.름.아
어디 가	어.디.가
어디까지 가	어.디.까.지.가
이쪽으로 오세요	이.쪽.으.로.오.세.요
가자	가.자
끌고 와.너가	끌.고.와.너.가
어	어
가자	가.자
가자	가.자
우와 잘한다	우.와.잘.한.다
잘 갖고 오는데	잘.갖.고.오.는.데
또 어디 가	또.어.디.가
이쪽으로 와	이.쪽.으.로.와
어.안 돼	어.안.돼
이건 또 뭐지	이.건.또.뭐.지
움직이진 않는구나	움.직.이.진.않.는.구.나
이름아.여우다	이.름.아.여.우.다
여우	여.우
여우	여.우
자.스톱	자.스.톱
이거 타 볼래	이.거.타.볼.래
어	어
뭐	뭐
응	응
아.이거	아.이.거
의자잖아.밥 먹는 데	의.자.잖.아.밥.먹.는.데
으아	으.아
어	어
어	어
엄마 이거 타야겠다	엄.마.이.거.타.야.겠.다
엄마 이거 탈게	엄.마.이.거.탈.게
인제 타 볼래	인.제.타.볼.래
안 타 볼 건가 보네	안.타.볼.건.가.보.네
우와	우.와
이름아.그거 힘들면은 여기 작은 것도 있는데	이.름.아.그.거.힘.들.면.은.여.기.작.은.것.도.있.는.데
어.그거 탈 거야	어.그.거.탈.거.야
그래	그.래
어.여기 미끄럼틀도 있었구나	어.여.기.미.끄.럼.틀.도.있.었.구.나
우와 엄청 세	우.와.엄.청.세
됐어	됐.어
자 여기 미끄럼틀도 있네	자.여.기.미.끄.럼.틀.도.있.네
미끄럼틀 타 볼까	미.끄.럼.틀.타.볼.까
그래	그.래
어디로 가	어.디.로.가
우와	우.와
내려와 봐	내.려.와.봐
이름이 미끄럼틀도 잘 타지	이.름.이.미.끄.럼.틀.도.잘.타.지
또	또
지나가 봐	지.나.가.봐
어.전화	어.전.화
누구지	누.구.지
어	어
아빠한테 전화하려고	아.빠.한.테.전.화.하.려.고
내려와	내.려.와
어	어
끊었어	끊.었.어
아빠랑 전화했어	아.빠.랑.전.화.했.어
아빠	아.빠
끊었는데	끊.었.는.데
끊었어	끊.었.어
아빠.끊었어	아.빠.끊.었.어
다음에 통화	다.음.에.통.화
아빠 바쁘대	아.빠.바.쁘.대
아빠랑 전화하고 싶어	아.빠.랑.전.화.하.고.싶.어
어	어
아빠랑 엄마는 통화 다 했어	아.빠.랑.엄.마.는.통.화.다.했.어
응	응
아빠한테 무슨 할 말 있어	아.빠.한.테.무.슨.할.말.있.어
응	응
이제 거의 다 끝났을 것 같은데 이름아	이.제.거.의.다.끝.났.을.것.같.은.데.이.름.아
응	응
아	아
이름이.이거 누구예요	이.름.이.이.거.누.구.예.요
우리 인제 장난감 친구들이랑 빠이빠이 하고 갈 준비 해야 될 거 같애	우.리.인.제.장.난.감.친.구.들.이.랑.빠.이.빠.이.하.고.갈.준.비.해.야.될.거.같.애
한 번 더 탈래	한.번.더.탈.래
그래	그.래
자.올라가	자.올.라.가
됐다	됐.다
내려와	내.려.와
어.들어오셨다	어.들.어.오.셨.다
다 끝났나 봐 인제	다.끝.났.나.봐.인.제
잘 놀았어요	잘.놀.았.어.요
인제 벗어도 돼 이거	인.제.벗.어.도.돼.이.거
네가 벗어 봐	네.가.벗.어.봐
자	자
음.주세요	음.주.세.요
잘했어.이거 인제 이것도 벗을까.조끼도	잘.했.어.이.거.인.제.이.것.도.벗.을.까.조.끼.도
자	자
계속 할까 이름이	계.속.할.까.이.름.이
인제 가야지	인.제.가.야.지
계속 하려고	계.속.하.려.고
이건 뭐야.이름아	이.건.뭐.야.이.름.아
빠빠이 했어	빠.빠.이.했.어
응.쌓기	응.쌓.기
자.어유 뻑뻑하다 이름아.자	자.어.유.뻑.뻑.하.다.이.름.아.자
그거부터 할 거야.검정색부터	그.거.부.터.할.거.야.검.정.색.부.터
이름	이.름
아 웃겨	아.웃.겨
기린이 막 움직.어.뺐어	기.린.이.막.움.직.어.뺐.어
이게 뭐가 빠진 거지	이.게.뭐.가.빠.진.거.지
팔찌가 빠졌구나.이름아.아빠 시계랑 이게 어때	팔.찌.가.빠.졌.구.나.이.름.아.아.빠.시.계.랑.이.게.어.때
비슷해	비.슷.해
어	어
그랬어	그.랬.어
응.멋지다	응.멋.지.다
삼촌이 선물로 줬어	삼.촌.이.선.물.로.줬.어
이름이 한번 차 보세요	이.름.이.한.번.차.보.세.요
자	자
우와	우.와
자.이름이도 이거 해 볼까	자.이.름.이.도.이.거.해.볼.까
자	자
바퀴도 있어.바퀴가 이거	바.퀴.도.있.어.바.퀴.가.이.거
자.넣어 보세요	자.넣.어.보.세.요
자.여기 맞춰서 넣어 볼래.자	자.여.기.맞.춰.서.넣.어.볼.래.자
그래	그.래
열까	열.까
어.저기 집도 있다	어.저.기.집.도.있.다
엄마가 당근 어떻게 해서 줬어.이름이	엄.마.가.당.근.어.떻.게.해.서.줬.어.이.름.이
당근	당.근
이건 뭐니 이름아	이.건.뭐.니.이.름.아
어.어 이름이 멋져.어.모자 어 이름이 모자 너무 멋있다 우와	어.어.이.름.이.멋.져.어.모.자.어.이.름.이.모.자.너.무.멋.있.다.우.와
우와.멋지지	우.와.멋.지.지
아니 엄마처럼 이렇게 예쁘 멋지게 쓰는 거야	아.니.엄.마.처.럼.이.렇.게.예.쁘.멋.지.게.쓰.는.거.야
자	자
우와 잠깐만	우.와.잠.깐.만
자	자
자	자
엄마 이렇게 들고 있을까	엄.마.이.렇.게.들.고.있.을.까
자	자
아냐	아.냐
어.쟤 누구야.인형	어.쟤.누.구.야.인.형
안녕 인형	안.녕.인.형
어	어
모자를 내가 들고 있어야 되네.이름이	모.자.를.내.가.들.고.있.어.야.되.네.이.름.이
불빛 팔에 팔에다 해.이름아	불.빛.팔.에.팔.에.다.해.이.름.아
응.팔찌 멋진데	응.팔.찌.멋.진.데
여기다 블록 담아 보자	여.기.다.블.록.담.아.보.자
어.이거 뭐야.이름아	어.이.거.뭐.야.이.름.아
거기에 이름아 하나씩 껴 봐	거.기.에.이.름.아.하.나.씩.껴.봐
팔에다가 껴 봐	팔.에.다.가.껴.봐
아니야	아.니.야
그럼 이건 있다가 끼자.다시	그.럼.이.건.있.다.가.끼.자.다.시
또	또
이거 무슨 색이야.이름아	이.거.무.슨.색.이.야.이.름.아
이거 무슨 색이야	이.거.무.슨.색.이.야
자.이름이 엄마가 이름이 옆에서 이렇게 들고 있을게요	자.이.름.이.엄.마.가.이.름.이.옆.에.서.이.렇.게.들.고.있.을.게.요
알았어	알.았.어
음 이것도 또 해 보자.주황색	음.이.것.도.또.해.보.자.주.황.색
이건 무슨 색이야	이.건.무.슨.색.이.야
응	응
연두색	연.두.색
이거	이.거
응	응
초록색	초.록.색
초록색	초.록.색
이거 무슨 색이에요	이.거.무.슨.색.이.에.요
빵	빵
에	에
파란색	파.란.색
이거 무슨 색이지	이.거.무.슨.색.이.지
우리 이름이 모자 답답해	우.리.이.름.이.모.자.답.답.해
어.그것도 거기 뒀어	어.그.것.도.거.기.뒀.어
이거는 팔찌.팔찌는 팔에다 예쁘게 하는 거예요.팔찌 해 보세요.또	이.거.는.팔.찌.팔.찌.는.팔.에.다.예.쁘.게.하.는.거.예.요.팔.찌.해.보.세.요.또
우와 멋지다 이름이.또 이것도 해 보자	우.와.멋.지.다.이.름.이.또.이.것.도.해.보.자
검정색	검.정.색
이건 어떻게 하는 거야	이.건.어.떻.게.하.는.거.야
거기 모자 쓰는 거야	거.기.모.자.쓰.는.거.야
자.머리에 썼어	자.머.리.에.썼.어
이름아.모자 쓰고 돌아다니면 안 되겠니	이.름.아.모.자.쓰.고.돌.아.다.니.면.안.되.겠.니
우와 이거 뭐야.무슨 차야	우.와.이.거.뭐.야.무.슨.차.야
어	어
어	어
어.빠빠이	어.빠.빠.이
거기 올라가게	거.기.올.라.가.게
어.생일 축하도 있다 이름아 여기	어.생.일.축.하.도.있.다.이.름.아.여.기
우와 예쁘다.이건 뭐야	우.와.예.쁘.다.이.건.뭐.야
딸기	딸.기
자.생일 축하 할까	자.생.일.축.하.할.까
시시시작	시.시.시.작
얜 누구야	얜.누.구.야
이름아.여긴 어디야	이.름.아.여.긴.어.디.야
아 좋다.어머 귀엽다 조끼	아.좋.다.어.머.귀.엽.다.조.끼
우와.안 돼	우.와.안.돼
우와 예쁘다.모자 써 가지고.우리 이름이도 써 볼까	우.와.예.쁘.다.모.자.써.가.지.고.우.리.이.름.이.도.써.볼.까
아니야	아.니.야
근데 이	근.데.이
됐다	됐.다
이번엔 모자가 문제네	이.번.엔.모.자.가.문.제.네
아씨	아.씨
이거를 모자가 아니고 조끼	이.거.를.모.자.가.아.니.고.조.끼
아우	아.우
이 앞에가 보이게 해야 되는데	이.앞.에.가.보.이.게.해.야.되.는.데
그러면 더 좋을 것 같아.됐다	그.러.면.더.좋.을.것.같.아.됐.다
이게 제일 중요해 이름아.화면이	이.게.제.일.중.요.해.이.름.아.화.면.이
너 여우야 안녕 어.여우 모자 한번 써 볼래.이름이 모자	너.여.우.야.안.녕.어.여.우.모.자.한.번.써.볼.래.이.름.이.모.자
오잉	오.잉
여우 없다	여.우.없.다
아니야	아.니.야
내 거야.모자 이름이가 쓸 거야	내.거.야.모.자.이.름.이.가.쓸.거.야
미끄럼틀	미.끄.럼.틀
어.그건 뭐야	어.그.건.뭐.야
어.귀엽다 이거	어.귀.엽.다.이.거
으응 닌자 어디 가	으.응.닌.자.어.디.가
어디 가.놀러 가	어.디.가.놀.러.가
나도 내려갈래	나.도.내.려.갈.래
안녕 이름아	안.녕.이.름.아
얜 얼굴이 움직여	얜.얼.굴.이.움.직.여
우와	우.와
친구들 태우러 가자	친.구.들.태.우.러.가.자
야	야
아냐.이거 봐.어이	아.냐.이.거.봐.어.이
자 나도 탈래.내가 제일 먼저 탈 거야.일 등.이름이 일 등	자.나.도.탈.래.내.가.제.일.먼.저.탈.거.야.일.등.이.름.이.일.등
응	응
모자가 싫어 이름아 답답해	모.자.가.싫.어.이.름.아.답.답.해
응	응
잠깐 사십 분 동안만 쓰면 돼.이제 삼십 분 밖에 안 남았어 이름아.삼십 분 동안만 모자 쓰자.어	잠.깐.사.십.분.동.안.만.쓰.면.돼.이.제.삼.십.분.밖.에.안.남.았.어.이.름.아.삼.십.분.동.안.만.모.자.쓰.자.어
싫어	싫.어
자	자
치워 줄게	치.워.줄.게
우와 이름이 잡으러 가자	우.와.이.름.이.잡.으.러.가.자
이름이 잡으러 가자	이.름.이.잡.으.러.가.자
이름이 잡으러 가자	이.름.이.잡.으.러.가.자
이름이.엄만 이거 타야지	이.름.이.엄.만.이.거.타.야.지
엄마는 이것 봐.말 타고 이름이 잡으러 가야겠다	엄.마.는.이.것.봐.말.타.고.이.름.이.잡.으.러.가.야.겠.다
흐짜	흐.짜
어.이거는 앞으로 나가지가 않아 이름아	어.이.거.는.앞.으.로.나.가.지.가.않.아.이.름.아
으	으
응	응
응	응
앞으로 나가지도 않 못하고 제자리에 멈췄어	앞.으.로.나.가.지.도.않.못.하.고.제.자.리.에.멈.췄.어
이럴 수가	이.럴.수.가
응.거기 뭐 있어	응.거.기.뭐.있.어
