꼼 어딨니 꼼	꼼.어.딨.니.꼼
야 저 텔레비에 사람들 꼭 미친 사람들 같다	야.저.텔.레.비.에.사.람.들.꼭.미.친.사.람.들.같.다
찐아	찐.아
찐은 어떤 사람이야	찐.은.어.떤.사.람.이.야
으응	으.응
엄마가 찐 더러 뭐라고 그랬어	엄.마.가.찐.더.러.뭐.라.고.그.랬.어
또	또
또	또
또 뭐라고 그랬어	또.뭐.라.고.그.랬.어
또	또
그리구 또 뭐라고 그랬어	그.리.구.또.뭐.라.고.그.랬.어
퍼즐하면서 엄마가 뭐라고 그랬어	퍼.즐.하.면.서.엄.마.가.뭐.라.고.그.랬.어
아아구 그래 도사 아가씨	아.아.구.그.래.도.사.아.가.씨
암은 찐이 더러 뭐라고 그랬어	암.은.찐.이.더.러.뭐.라.고.그.랬.어
할머니는 찐 뭐라고 그래	할.머.니.는.찐.뭐.라.고.그.래
아빠는 찐한테 뭐라고 그래	아.빠.는.찐.한.테.뭐.라.고.그.래
뭐	뭐
밥 내일 주세요	밥.내.일.주.세.요
아빠가 진한테 그렇게 말해	아.빠.가.진.한.테.그.렇.게.말.해
쥬스	쥬.스
쥬스	쥬.스
응 줘	응.줘
거 무슨 쥬스야	거.무.슨.쥬.스.야
응	응
컵에 따라 주세요	컵.에.따.라.주.세.요
너 뭐하니	너.뭐.하.니
지금	지.금
그건 뭐야	그.건.뭐.야
치즈야	치.즈.야
으음	으.음
냉장고가 부서졌네	냉.장.고.가.부.서.졌.네
엄마가 고쳐 줄께	엄.마.가.고.쳐.줄.께
넌 배도 안 고프니	넌.배.도.안.고.프.니
하루 종일 아무것도 안먹고	하.루.종.일.아.무.것.도.안.먹.고
커피 타서 엄마 주세요	커.피.타.서.엄.마.주.세.요
어	어
무슨 컵	무.슨.컵
으으	으.으
컵에다가 커피 타 달라고	컵.에.다.가.커.피.타.달.라.고
쉬이	쉬.이
뭐 해는거야	뭐.해.는.거.야
에이 그렇게 많이 담아서 뭘 하려고	에.이.그.렇.게.많.이.담.아.서.뭘.하.려.고
맘맘 끓여서 먹을라고	맘.맘.끓.여.서.먹.을.라.고
어디서 끓일라고	어.디.서.끓.일.라.고
으응	으.응
응	응
야 엄마가 코 좀 닦아 줄께 너무 코가 	야.엄.마.가.코.좀.닦.아.줄.께.너.무.코.가
야	야
니가 닦아 그럼	니.가.닦.아.그.럼
니가 닦아	니.가.닦.아
고 얼굴이 그게 뭐니	고.얼.굴.이.그.게.뭐.니
안 닦아	안.닦.아
그럼 닦지 마	그.럼.닦.지.마
어우 지지	어.우.지.지
어	어
야	야
너 이거 뭐 했어	너.이.거.뭐.했.어
야이	야.이
줏어 놔	줏.어.놔
줏어	줏.어
아이구 고 못 됐네	아.이.구.고.못.됐.네
아빠도 만들다 버리구	아.빠.도.만.들.다.버.리.구
얘 지원아 저기 녹음하고 있는데 가서 말좀 해라	얘.지.원.아.저.기.녹.음.하.고.있.는.데.가.서.말.좀.해.라
응	응
녹음기 하고 있잖아	녹.음.기.하.고.있.잖.아
응	응
거기서 공부해	거.기.서.공.부.해
무슨 공부를 할려고 그래	무.슨.공.부.를.할.려.고.그.래
이봐	이.봐
자	자
도 랄랄 랄라	도.랄.랄.랄.라
으응	으.응
으응	으.응
디었어	디.었.어
거기다	거.기.다
그렸어	그.렸.어
또	또
아이고	아.이.고
뭐	뭐
니가 그려	니.가.그.려
니가	니.가
니가 그려	니.가.그.려
어디 할머니가 삐졌어	어.디.할.머.니.가.삐.졌.어
아이구 잘 그렸네	아.이.구.잘.그.렸.네
또 그려봐	또.그.려.봐
응	응
응	응
이거	이.거
뭐야	뭐.야
찐이가 그렸잖아	찐.이.가.그.렸.잖.아
응	응
지원이 이름 뭐니	지.원.이.이.름.뭐.니
진원이	진.원.이
정 지원	정.지.원
그래봐	그.래.봐
응	응
정 지원	정.지.원
아빠	아.빠
야	야
그릴 노트 갖고와	그.릴.노.트.갖.고.와
노트	노.트
저 책 갖고 와	저.책.갖.고.와
여기 뭐 그릴 데가 있냐	여.기.뭐.그.릴.데.가.있.냐
갖고 와	갖.고.와
여기다가	여.기.다.가
이거 무슨 자야	이.거.무.슨.자.야
어디다 그려	어.디.다.그.려
여기다 그려	여.기.다.그.려
누구 그려	누.구.그.려
아이고 지겨워라	아.이.고.지.겨.워.라
귀는 니가 그려	귀.는.니.가.그.려
찐이 그려	찐.이.그.려
음	음
귀	귀
엄마 그려	엄.마.그.려
음 	음
음 짠 	음.짠
엄마 삐졌어	엄.마.삐.졌.어
할머니 그려	할.머.니.그.려
할머니 이뻐	할.머.니.이.뻐
엄마 지금 뭐해	엄.마.지.금.뭐.해
으응	으.응
진원이	진.원.이
그래 그 머리 그릴 꺼야	그.래.그.머.리.그.릴.꺼.야
이쁘게 그릴려구 나둔거야	이.쁘.게.그.릴.려.구.나.둔.거.야
이렇게	이.렇.게
우 	우
방울도 그려야지	방.울.도.그.려.야.지
총총	총.총
지원이 방울	지.원.이.방.울
귀도 지원인 이쁘게 생겼지	귀.도.지.원.인.이.쁘.게.생.겼.지
하버지	하.버.지
음	음
하버지 무서워	하.버.지.무.서.워
하버지가 왜 무서워	하.버.지.가.왜.무.서.워
하버지 어느 집에 있어	하.버.지.어.느.집.에.있.어
응	응
암집이 있어	암.집.이.있.어
하버지	하.버.지
으음	으.음
또는	또.는
아기	아.기
또는은	또.는.은
거는 어디 놨냐	거.는.어.디.놨.냐
또 요거 같다	또.요.거.같.다
요거 	요.거
옳지	옳.지
옳지	옳.지
잘 했네	잘.했.네
이건 요게였다	이.건.요.게.였.다
요게 맞었네	요.게.맞.었.네
아 	아
이제 몇개 안 남았다	이.제.몇.개.안.남.았.다
해보자	해.보.자
그거 거기 아닌 것 같다	그.거.거.기.아.닌.것.같.다
이거 어디겠니	이.거.어.디.겠.니
요기	요.기
거기 아닌가	거.기.아.닌.가
옳 지	옳.지
맞았다	맞.았.다
이다음에	이.다.음.에
얘는 어디다 넣을까	얘.는.어.디.다.넣.을.까
응	응
오 여기 비슷한 거 있다	오.여.기.비.슷.한.거.있.다
여기다	여.기.다
오 맞았다	오.맞.았.다
얘는 어디	얘.는.어.디
지원아 좀 위로 같다 놔 봐라	지.원.아.좀.위.로.같.다.놔.봐.라
맞았다	맞.았.다
여기 또 있네	여.기.또.있.네
돌려	돌.려
돌려	돌.려
야 됐다	야.됐.다
박수 그것도 해	박.수.그.것.도.해
응	응
이건 그러면 여기 갖다 놓고	이.건.그.러.면.여.기.갖.다.놓.고
그게 뭐야 지원아	그.게.뭐.야.지.원.아
퍼슬	퍼.슬
응 야	응.야
여러 가지 색깔도 있네	여.러.가.지.색.깔.도.있.네
찐 물통	찐.물.통
갖고 와	갖.고.와
찐 물통 어디 있어	찐.물.통.어.디.있.어
응	응
어 엉	어.엉
찐 물통 같이 생겼다고	찐.물.통.같.이.생.겼.다.고
그래	그.래
해 봐 라	해.봐.라
이쁜 색이네 이거는	이.쁜.색.이.네.이.거.는
왜 엎드려서 해	왜.엎.드.려.서.해
엄마처럼 앉어서 해야지	엄.마.처.럼.앉.어.서.해.야.지
응	응
응	응
응	응
아빠는 안 아퍼 그치	아.빠.는.안.아.퍼.그.치
아퍼	아.퍼
아퍼	아.퍼
해보자 인제	해.보.자.인.제
그림을 놓고 의자로	그.림.을.놓.고.의.자.로
어디로 놓을라고	어.디.로.놓.을.라.고
거기	거.기
그래	그.래
엄마 가방에다가 이렇게 놓던지	엄.마.가.방.에.다.가.이.렇.게.놓.던.지
그래 됐네	그.래.됐.네
거 보면서 하자	거.보.면.서.하.자
만들어 보세요	만.들.어.보.세.요
어떻게 연결을 할까	어.떻.게.연.결.을.할.까
어이구 척척이네	어.이.구.척.척.이.네
으 응	으.응
찐두 파마한대	찐.두.파.마.한.대
혼자서	혼.자.서
아니냐	아.니.냐
애게	애.게
보지	보.지
아니야 같애	아.니.야.같.애
아니냐	아.니.냐
그러면은	그.러.면.은
아니야 같애	아.니.야.같.애
그래	그.래
응	응
허허	허.허
요거	요.거
하자 이젠 빨리 만들어야지	하.자.이.젠.빨.리.만.들.어.야.지
지원이가	지.원.이.가
할머니 꺼	할.머.니.꺼
그거 만들어 줄께 빨리 하자 우리	그.거.만.들.어.줄.께.빨.리.하.자.우.리
빨리하자	빨.리.하.자
응 해서 줄께요	응.해.서.줄.께.요
여기다	여.기.다
됐 다	됐.다
그 다음에 얘는 어디다 가냐	그.다.음.에.얘.는.어.디.다.가.냐
여기냐	여.기.냐
맞다	맞.다
그 다음에 음 빨리 하자 지원아	그.다.음.에.음.빨.리.하.자.지.원.아
그래야지 지원이가 갖지	그.래.야.지.지.원.이.가.갖.지
그 다음에 또	그.다.음.에.또
이거는 어디냐	이.거.는.어.디.냐
요기 같다	요.기.같.다
그 다음에 또	그.다.음.에.또
이거는 어디다 놓을까	이.거.는.어.디.다.놓.을.까
지원아	지.원.아
옳 지 잘 하네	옳.지.잘.하.네
그 다음에 얘는 어디다 놓을까	그.다.음.에.얘.는.어.디.다.놓.을.까
얘	얘
요기 맞나보다	요.기.맞.나.보.다
아닌가 보다	아.닌.가.보.다
여기가	여.기.가
아니다	아.니.다
요긴가 보다	요.긴.가.보.다
맞다	맞.다
그러면 얘는	그.러.면.얘.는
오 어디냐 요기다	오.어.디.냐.요.기.다
그 다음에 요기 뭐 놓을까	그.다.음.에.요.기.뭐.놓.을.까
나무	나.무
아 빨리 하자아	아.빨.리.하.자.아
응 자 해 보자	응.자.해.보.자
자 요기 뭐 놓냐	자.요.기.뭐.놓.냐
응	응
뭐가 아니야	뭐.가.아.니.야
꽃이야 꽃	꽃.이.야.꽃
해보자	해.보.자
여긴 뭐 놓냐	여.긴.뭐.놓.냐
여거 놓는 거다	여.거.놓.는.거.다
아니야 여긴 요거다	아.니.야.여.긴.요.거.다
아니다	아.니.다
요거냐	요.거.냐
뭘 해줘 주세요	뭘.해.줘.주.세.요
야 이거 빨리하자	야.이.거.빨.리.하.자
안해	안.해
거 줘 봐	거.줘.봐
해줄께	해.줄.께
응 응	응.응
얘	얘
얘는 그렇게 안가는 얘야	얘.는.그.렇.게.안.가.는.얘.야
쟤는 빨리 갔지	쟤.는.빨.리.갔.지
천천히 갔지	천.천.히.갔.지
응	응
천천히	천.천.히
응	응
인제 없어	인.제.없.어
이거나 마저 하자	이.거.나.마.저.하.자
지원아	지.원.아
이거 어따 놓을까	이.거.어.따.놓.을.까
어이구 잘하네	어.이.구.잘.하.네
척척이 박사네	척.척.이.박.사.네
기차야	기.차.야
다 만들어 놓고 봐	다.만.들.어.놓.고.봐
재미난게 나올것 같네	재.미.난.게.나.올.것.같.네
응	응
칙칙 폭포야	칙.칙.폭.포.야
응	응
칙칙 폭폭	칙.칙.폭.폭
야 이거 어따 놓을까	야.이.거.어.따.놓.을.까
응	응
응	응
거기 있지	거.기.있.지
그 다음에 얘는 어디 놓을까	그.다.음.에.얘.는.어.디.놓.을.까
얘는 요 문이랑 비슷하네	얘.는.요.문.이.랑.비.슷.하.네
응	응
용궁이 됐네	용.궁.이.됐.네
그 다음에는 응 얘는 어디 놓을까	그.다.음.에.는.응.얘.는.어.디.놓.을.까
여기는 어때	여.기.는.어.때
옳지	옳.지
됐네	됐.네
그다음에 그러면은	그.다.음.에.그.러.면.은
아니다	아.니.다
거또 아니다	거.또.아.니.다
음 요거는 어떠노	음.요.거.는.어.떠.노
요것도 아니다	요.것.도.아.니.다
아니다	아.니.다
아니다	아.니.다
아니야	아.니.야
그러면은	그.러.면.은
야	야
요는 어따 놓을까	요.는.어.따.놓.을.까
응	응
얘 요기 놓으면 어떨까	얘.요.기.놓.으.면.어.떨.까
돌려 돌려	돌.려.돌.려
또 돌려	또.돌.려
너무 돌렸다	너.무.돌.렸.다
옳지 옳지	옳.지.옳.지
아 코끼리가 뭘 가졌니	아.코.끼.리.가.뭘.가.졌.니
야 코끼리 이쁘게 생겼다	야.코.끼.리.이.쁘.게.생.겼.다
그치	그.치
음	음
그 다음에	그.다.음.에
오 옹	오.옹
오 그래	오.그.래
코끼리	코.끼.리
그래	그.래
으응	으.응
찐 척척	찐.척.척
야 그 다음에 그러면은	야.그.다.음.에.그.러.면.은
응	응
아빠는	아.빠.는
응	응
그거 알고	그.거.알.고
아빠가 치카쿠카 했어	아.빠.가.치.카.쿠.카.했.어
오	오
사 줬어	사.줬.어
오늘 했어 그래서 치카쿠카	오.늘.했.어.그.래.서.치.카.쿠.카
할머니랑	할.머.니.랑
응 	응
찐이 했어	찐.이.했.어
아이구 좋았구나	아.이.구.좋.았.구.나
큰 걸루	큰.걸.루
쩨꼬미	쩨.꼬.미
뭐를 쪼끔했어	뭐.를.쪼.끔.했.어
뭘 쪼끔했어	뭘.쪼.끔.했.어
오	오
치카쿠카를 쪼끔 했어	치.카.쿠.카.를.쪼.끔.했.어
이두 잘 닦았겠구나	이.두.잘.닦.았.겠.구.나
그러면 엄마는 찐이 한테 뭘 사다 줬어	그.러.면.엄.마.는.찐.이.한.테.뭘.사.다.줬.어
사탕	사.탕
아빠는	아.빠.는
너 왜 엄마 가방 뒤져	너.왜.엄.마.가.방.뒤.져
껌	껌
껌은 없고 사탕은 있어	껌.은.없.고.사.탕.은.있.어
사탕 줄까	사.탕.줄.까
응	응
어디 있냐	어.디.있.냐
보자	보.자
어야야	어.야.야
다	다
다아	다.아
응	응
과자 주세요	과.자.주.세.요
요이 이쁘게 생겼다	요.이.이.쁘.게.생.겼.다
아 흐흐	아.흐.흐
간다	간.다
흐흐 차가 갔다	흐.흐.차.가.갔.다
그치	그.치
오	오
오	오
오 오	오.오
오 차가 어쨌다구	오.차.가.어.쨌.다.구
앉았어	앉.았.어
안가	안.가
뭐라고	뭐.라.고
안가	안.가
오 	오
아퍼	아.퍼
누가	누.가
차가 아퍼	차.가.아.퍼
지금	지.금
그래서 안가	그.래.서.안.가
으음 	으.음
갔네	갔.네
뭐라고	뭐.라.고
아	아
할머니는 코 주무셔	할.머.니.는.코.주.무.셔
이따 일어 나시면 할머니 하나 드려	이.따.일.어.나.시.면.할.머.니.하.나.드.려
음	음
엄마	엄.마
엄마는 커피 먹을래	엄.마.는.커.피.먹.을.래
음	음
그래	그.래
먹으라고	먹.으.라.고
찐 먹어	찐.먹.어
찐이 사탕이야	찐.이.사.탕.이.야
응	응
응	응
엄마는 과자 먹을께	엄.마.는.과.자.먹.을.께
응	응
어이 착해	어.이.착.해
응	응
헤헤	헤.헤
응	응
찐은 딱딱한 거 먹으면 안되고 사탕 먹으면 돼	찐.은.딱.딱.한.거.먹.으.면.안.되.고.사.탕.먹.으.면.돼
아유 깨물어 먹지마	아.유.깨.물.어.먹.지.마
그냥 빨아 먹어	그.냥.빨.아.먹.어
천천히 먹어	천.천.히.먹.어
뭐 그렇게 빨리 먹으려고 깨물어 먹어	뭐.그.렇.게.빨.리.먹.으.려.고.깨.물.어.먹.어
그거 뭔데	그.거.뭔.데
아기 집에 있어	아.기.집.에.있.어
사줘	사.줘
이게 뭔데	이.게.뭔.데
화장품 아니야	화.장.품.아.니.야
뭘 사	뭘.사
응	응
고 뭐니	고.뭐.니
도토리 	도.토.리
오	오
지원이가 잡았어	지.원.이.가.잡.았.어
그거 뭐라고	그.거.뭐.라.고
톨톨	톨.톨
도토리	도.토.리
도토리	도.토.리
음 	음
사다 줘	사.다.줘
백콤 가서 사줘	백.콤.가.서.사.줘
그래 아빠한테 배콤가서 이거 사주 	그.래.아.빠.한.테.배.콤.가.서.이.거.사.주
거 뭔데	거.뭔.데
어디 이리 꺼꾸루 보구	어.디.이.리.꺼.꾸.루.보.구
이거 뭐야	이.거.뭐.야
음	음
거	거
가가 아니라 거야	가.가.아.니.라.거.야
응	응
그래 사다 줄께	그.래.사.다.줄.께
그게 뭔데	그.게.뭔.데
멍멍이야	멍.멍.이.야
멍멍이 무서워	멍.멍.이.무.서.워
왜 무서워	왜.무.서.워
안 무서워	안.무.서.워
안 무서워	안.무.서.워
안 무서워	안.무.서.워
고거 뭐니	고.거.뭐.니
지원아	지.원.아
응 사 줄께	응.사.줄.께
응	응
백콤 가서 사줄께	백.콤.가.서.사.줄.께
이거	이.거
저거 마저 해야지	저.거.마.저.해.야.지
이거	이.거
엄마 커피 갖고 올께 하고 있어	엄.마.커.피.갖.고.올.께.하.고.있.어
응	응
뭐해	뭐.해
너	너
야	야
엄마 가방 막 뒤져도 되는 거야	엄.마.가.방.막.뒤.져.도.되.는.거.야
너 	너
엄마 가방 그렇게 뒤져도 되는 거야	엄.마.가.방.그.렇.게.뒤.져.도.되.는.거.야
엄마 꺼	엄.마.꺼
엄마 꺼	엄.마.꺼
너 그렇게 엄마 가방 뒤져도 되는 거야	너.그.렇.게.엄.마.가.방.뒤.져.도.되.는.거.야
너 그런데 엄마 가방 그렇게 뒤지면 돼	너.그.런.데.엄.마.가.방.그.렇.게.뒤.지.면.돼
엄마 가방 그렇게 뒤져도 돼	엄.마.가.방.그.렇.게.뒤.져.도.돼
야 여기 빵 갖고 왔다 케익	야.여.기.빵.갖.고.왔.다.케.익
먹으세요	먹.으.세.요
안 먹어	안.먹.어
아우 맛있어	아.우.맛.있.어
응	응
응	응
토치 그려	토.치.그.려
요게 단추야	요.게.단.추.야
응	응
찌찌도 그려	찌.찌.도.그.려
찌찌	찌.찌
배꼽	배.꼽
배꼽 여기 있네	배.꼽.여.기.있.네
아이구 니가 그려 엄마 그림 못 그려	아.이.구.니.가.그.려.엄.마.그.림.못.그.려
니가 그려	니.가.그.려
엄마	엄.마
엄마 앞에서 짝짝궁	엄.마.앞.에.서.짝.짝.궁
응	응
치울꺼야	치.울.꺼.야
갖고 놀아 	갖.고.놀.아
음음음	음.음.음
엄마 가방은 갖다 놓고	엄.마.가.방.은.갖.다.놓.고
말 안 하니 너	말.안.하.니.너
녹음하고 있잖아	녹.음.하.고.있.잖.아
말 해 빨리	말.해.빨.리
토치	토.치
거기 그렸네	거.기.그.렸.네
니가 그렸네	니.가.그.렸.네
아빠	아.빠
지원이 노트 어디 갔니	지.원.이.노.트.어.디.갔.니
뭐 그려	뭐.그.려
이건 누구니	이.건.누.구.니
찌찌	찌.찌
좀 좀 	좀.좀
배꼽	배.꼽
손	손
똑같이 보고 그려봐	똑.같.이.보.고.그.려.봐
뭐가 마야	뭐.가.마.야
고거	고.거
그래	그.래
맞다 맞아	맞.다.맞.아
그거 했어	그.거.했.어
엄마하고 찐하고	엄.마.하.고.찐.하.고
아빠하고	아.빠.하.고
엄마하고	엄.마.하.고
또 해볼까	또.해.볼.까
응	응
이불 위에서	이.불.위.에.서
그건 이따하고	그.건.이.따.하.고
응 	응
이불 위에서 해보자	이.불.위.에.서.해.보.자
응	응
응	응
아이구 착해	아.이.구.착.해
응	응
그다음에	그.다.음.에
응	응
그래	그.래
기	기
응	응
응	응
세상에 박수 	세.상.에.박.수
응	응
아이 지원이 완전히 척척 박사네	아.이.지.원.이.완.전.히.척.척.박.사.네
엄마 뭐 만들까	엄.마.뭐.만.들.까
말해봐	말.해.봐
기	기
좋았어	좋.았.어
기	기
됐다	됐.다
쪼끔 이렇게 하라고	쪼.끔.이.렇.게.하.라.고
이번에 우리 뭐 만들까	이.번.에.우.리.뭐.만.들.까
응 찐은 다했어	응.찐.은.다.했.어
엄마도 만들었다	엄.마.도.만.들.었.다
이거	이.거
뭐야	뭐.야
아이구 잘 하네	아.이.구.잘.하.네
그럼 지원아	그.럼.지.원.아
